# RUN METADATA
# Timestamp,2026-04-15T10:00:13
# Threshold,0.6
# Analysed,460
# Passed,103

ticker,score,reasoning,company_name,sector,industry,current_price,market_cap,pb_ratio,roe,roce,debt_to_equity,profit_cagr_3yr,revenue_cagr_3yr,eps_growth_1yr,pat_margin,gross_margin,gpm,opm,receivables_pct_sales,m_score_components,market_cap_crores,fcf_crores,pe_ratio,m_score_risk
VEDL,0.6609,GOOD candidate (Metals & Mining). Profile: Average Performer (Requires Strict Checklist Review).,VEDL,Metals & Mining,Unknown,761.8,0,7.40129,38.5,25.3,,-7.28,4.74,50.0,8.8319995,49.308997,40.942776579863995,20.805440371537568,2.41234035495107,"{'dsri': np.float64(0.9483032324634795), 'gmi': np.float64(0.979553667690454), 'sgi': np.float64(1.0629932366195793), 'lvgi': np.float64(0.9697297237888974), 'tata': np.float64(-0.12087971548454693)}",297952.0,39562.0,27.1,LOW
TCS,0.6582,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (52.1%).,TCS,Information Technology,Unknown,2547.3,0,8.11948,52.1,63.4,,5.3,5.8,12.2,18.429000000000002,40.306999999999995,40.30694215061737,25.030990071941904,21.582572157246062,"{'dsri': np.float64(1.0989886030626408), 'gmi': np.float64(0.9511696046645667), 'sgi': np.float64(1.0458123795647882), 'lvgi': np.float64(1.0515262926608515), 'tata': np.float64(-0.015813831070559076)}",921527.0,52094.0,17.5,LOW
PFC,0.6535,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Caveat: Missing Moat data.,PFC,Financial Services,Unknown,443.55,0,1.1526946,21.0,9.73,,17.94,11.29,8.0,50.505,99.369,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",146393.0,-92269.0,5.78,LOW
INDHOTEL,0.6522,GOOD candidate (Consumer Services). Profile: Average Performer (Requires Strict Checklist Review).,INDHOTEL,Consumer Services,Unknown,651.65,0,8.017348,16.1,17.2,,,40.21,50.0,20.879998999999998,62.62799999999999,60.275233236912996,27.99576679044618,8.094334413605964,"{'dsri': np.float64(1.1049668563220425), 'gmi': np.float64(1.004987275251472), 'sgi': np.float64(1.2363038708774778), 'lvgi': np.float64(0.9460124872573731), 'tata': np.float64(-0.016198663234660328)}",92687.0,2194.0,51.3,LOW
CUMMINSIND,0.6502,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (36.3%).,CUMMINSIND,Capital Goods,Unknown,5035.1,0,17.682852,28.2,36.3,,28.9,19.05,-13.0,19.322,36.771,33.501610687291816,18.53934343454112,22.28883948317096,"{'dsri': np.float64(0.9469820170834626), 'gmi': np.float64(0.9868880666093509), 'sgi': np.float64(1.1534143943729056), 'lvgi': np.float64(0.20606132722584392), 'tata': np.float64(0.03098591826318362)}",139641.0,1685.0,60.0,LOW
JIOFIN,0.6501,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat).,JIOFIN,Financial Services,Unknown,243.8,0,1.1432912,1.23,1.47,,886.36,855.65,-8.7,64.03,100.0,85.93799864924038,87.72441535116039,1.1095525423225645,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",154413.0,-10083.0,97.6,LOW
FEDERALBNK,0.6497,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,FEDERALBNK,Financial Services,Unknown,290.85,0,1.9691277,12.9,7.03,,28.29,18.59,15.5,29.051,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",71834.0,8801.0,17.6,LOW
THELEELA,0.647,GOOD candidate (Consumer Services). Profile: Average Performer (Requires Strict Checklist Review).,THELEELA,Consumer Services,Unknown,434.4,0,2.2493086,13.1,12.0,,,50.69,50.0,23.407,70.291,70.3050886032541,35.80352659942964,6.1698958843525125,"{'dsri': np.float64(1.1598162719298442), 'gmi': np.float64(1.0097681127218547), 'sgi': np.float64(1.1102220917100387), 'lvgi': np.float64(0.7945395938884733), 'tata': np.float64(-0.06109872258749313)}",14592.0,553.0,41.2,LOW
APTUS,0.6468,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,APTUS,Financial Services,Unknown,231.09,0,2.4761322,18.6,15.0,,26.61,25.81,23.9,60.890995999999994,99.958,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",11515.0,-1405.0,13.0,LOW
BEL,0.6457,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (38.9%).,BEL,Capital Goods,Unknown,448.6,0,15.219162,29.2,38.9,,30.42,15.29,20.7,22.475,48.193002,47.24898668962206,28.228945421826946,39.43527142010529,"{'dsri': np.float64(1.0618750671640145), 'gmi': np.float64(0.9915735118191216), 'sgi': np.float64(1.1613529734761616), 'lvgi': np.float64(0.9482130643547704), 'tata': np.float64(0.11595895949878354)}",326418.0,587.0,54.8,LOW
HBLENGINE,0.6434,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (43.4%).,HBLENGINE,Capital Goods,Unknown,776.2,0,10.8476,20.6,27.3,,43.4,17.23,50.0,25.080000000000002,51.601005,37.18764583088176,17.834986635704176,19.10895446977203,"{'dsri': np.float64(1.2048220324016807), 'gmi': np.float64(0.8919375992426958), 'sgi': np.float64(0.8794580936629793), 'lvgi': np.float64(0.9202540619887832), 'tata': np.float64(0.01908648225062632)}",21519.0,239.0,26.3,LOW
ADANIGREEN,0.6432,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review). Notable: expensive valuation (PE 110.0x).,ADANIGREEN,Power,Unknown,1100.8,0,9.619687,14.6,8.7,,43.47,29.75,,11.75,91.04299999999999,83.60684980378166,57.14413128790582,7.242240456653586,"{'dsri': np.float64(0.9790829473657781), 'gmi': np.float64(0.9982420106011598), 'sgi': np.float64(1.2160520607375271), 'lvgi': np.float64(0.9808347436268595), 'tata': np.float64(-0.06211960717427602)}",181651.0,8364.0,110.0,LOW
BRITANNIA,0.6422,GOOD candidate (Fast Moving Consumer Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (52.9%).,BRITANNIA,Fast Moving Consumer Goods,Unknown,5644.5,0,36.416836,52.9,53.0,,12.63,7.94,16.900000000000002,12.841,40.69,39.12952480236692,16.391369955665862,2.558366058322146,"{'dsri': np.float64(1.076227647468296), 'gmi': np.float64(1.0808773538445267), 'sgi': np.float64(1.0597605131326147), 'lvgi': np.float64(0.6255344206221338), 'tata': np.float64(-0.034159449230925884)}",135402.0,2481.0,56.1,LOW
BHARTIARTL,0.6417,GOOD candidate (Telecommunication). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (99.0%).,BHARTIARTL,Telecommunication,Unknown,1878.2,0,9.165707,23.2,13.5,,99.05,14.07,-50.0,14.937000000000001,67.274004,67.14516617606593,27.94262168092993,4.310021897827097,"{'dsri': np.float64(1.3673190521578418), 'gmi': np.float64(0.9575433974737622), 'sgi': np.float64(1.1533699954127952), 'lvgi': np.float64(0.8564226006390073), 'tata': np.float64(-0.1259352391824876)}",1145443.0,98332.0,37.4,LOW
NTPC,0.6404,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review).,NTPC,Power,Unknown,389.95,0,1.9672488,12.1,9.95,,11.99,12.35,-1.6,12.892000000000001,45.775002,38.40035973878669,19.51188278958637,18.642147157325315,"{'dsri': np.float64(0.987845453151316), 'gmi': np.float64(0.9703005116387217), 'sgi': np.float64(1.0539082221831522), 'lvgi': np.float64(0.9662067894444416), 'tata': np.float64(-0.051536274130993855)}",376909.0,50436.0,15.6,LOW
LLOYDSME,0.6389,GOOD candidate (Metals & Mining). Profile: Average Performer (Requires Strict Checklist Review).,LLOYDSME,Metals & Mining,Unknown,1538.0,0,10.3483305,31.4,38.3,,146.02,113.45,50.0,20.048,49.212002999999996,73.38688384598092,28.239999637900365,2.5862966410732633,"{'dsri': np.float64(2.098557537690583), 'gmi': np.float64(0.9902692581835973), 'sgi': np.float64(1.0222084790122161), 'lvgi': np.float64(2.5978422822332883), 'tata': np.float64(0.025973515700495917)}",86238.0,1205.0,35.0,MODERATE
CIPLA,0.6363,GOOD candidate (Healthcare). Profile: Average Performer (Requires Strict Checklist Review). Notable: massive gross margins.,CIPLA,Healthcare,Unknown,1225.1,0,3.0061517,16.0,20.1,,27.96,7.88,-50.0,16.256,65.189004,64.03537984336204,22.634479506656746,20.284725957252427,"{'dsri': np.float64(1.0819842874688161), 'gmi': np.float64(0.9729610103080175), 'sgi': np.float64(1.0667581522582754), 'lvgi': np.float64(0.6854811439653439), 'tata': np.float64(0.007155955646662587)}",99111.0,3301.0,21.6,LOW
ANANDRATHI,0.6362,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Notable: expensive valuation (PE 77.1x).,ANANDRATHI,Financial Services,Unknown,3669.0,0,37.477398,47.3,59.2,,32.97,27.94,38.4,31.573,57.714003000000005,53.87559462929515,38.93968184884556,3.7218897569255547,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",30505.0,281.0,77.1,LOW
BBTC,0.6343,GOOD candidate (Fast Moving Consumer Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (160.6%).,BBTC,Fast Moving Consumer Goods,Unknown,1478.4,0,1.6482726,21.9,35.5,,160.64,7.72,-6.7,5.6799997,41.872,34.89126585430248,15.74653631842367,2.8809186522286985,"{'dsri': np.float64(1.0515204750505724), 'gmi': np.float64(1.0877910032026419), 'sgi': np.float64(1.0594758089475043), 'lvgi': np.float64(0.6821363088135981), 'tata': np.float64(-0.09076750290256878)}",10354.0,2278.0,9.54,LOW
PIDILITIND,0.6334,GOOD candidate (Chemicals). Profile: Average Performer (Requires Strict Checklist Review). Notable: exceptional capital efficiency (23.2%).,PIDILITIND,Chemicals,Unknown,1331.1,0,14.183573,23.2,30.5,,19.8,9.84,11.799999999999999,16.188,54.690000000000005,53.71216258014259,20.425619661138626,14.013449061964204,"{'dsri': np.float64(1.0247095830797714), 'gmi': np.float64(0.9476380103427212), 'sgi': np.float64(1.0613419555858887), 'lvgi': np.float64(1.0257364756824199), 'tata': np.float64(-0.015015555113060942)}",135312.0,2229.0,58.8,LOW
JSWINFRA,0.6326,GOOD candidate (Services). Profile: Average Performer (Requires Strict Checklist Review).,JSWINFRA,Services,Unknown,270.93,0,5.512309,16.2,13.9,,66.11,25.77,9.6,31.47,53.223,62.904243042323074,38.68812789064527,17.01399139404024,"{'dsri': np.float64(0.9914201594498578), 'gmi': np.float64(1.057027834177013), 'sgi': np.float64(1.1882643705652556), 'lvgi': np.float64(0.8655120542286876), 'tata': np.float64(-0.03528725834377431)}",57078.0,2100.0,35.3,LOW
HCLTECH,0.6297,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review).,HCLTECH,Information Technology,Unknown,1455.0,0,5.258966,25.0,31.6,,8.81,10.97,-15.9,13.024999000000001,34.33,40.340865405151426,31.251975567041136,16.67848447311093,"{'dsri': np.float64(0.940913752447283), 'gmi': np.float64(1.0137155297835085), 'sgi': np.float64(1.0649786649440922), 'lvgi': np.float64(1.0312562418595748), 'tata': np.float64(-0.0461513681497764)}",395245.0,22261.0,23.0,LOW
IGIL,0.6295,GOOD candidate (Services). Profile: Average Performer (Requires Strict Checklist Review).,IGIL,Services,Unknown,347.0,0,10.649399,43.0,53.6,,30.04,36.43,23.1,43.251,77.25999999999999,96.66218641638015,56.45872013460277,19.0691059622585,"{'dsri': np.float64(1.2281117152753789), 'gmi': np.float64(0.9901145299655326), 'sgi': np.float64(1.167057237266892), 'lvgi': np.float64(0.8425113626437603), 'tata': np.float64(0.016923406515015806)}",15018.0,502.0,28.3,LOW
AADHARHFC,0.6287,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Notable: massive gross margins.,AADHARHFC,Financial Services,Unknown,472.5,0,2.9646127,16.9,11.4,,27.03,20.71,17.299999999999997,48.024,98.18900000000001,85.27742604499906,75.14999100583034,0.8916572903917577,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",20641.0,-3027.0,19.8,LOW
SBFC,0.6249,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat).,SBFC,Financial Services,Unknown,96.63,0,3.0707383,11.6,11.6,,74.92,44.54,32.5,43.558997,99.768996,54.56459419857643,44.97545899716888,0.4072521431452086,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",10662.0,-1415.0,30.8,LOW
INFY,0.6194,GOOD candidate (Information Technology). Profile: Average Performer (Requires Strict Checklist Review).,INFY,Information Technology,Unknown,1310.8,0,6.144447,28.8,37.5,,2.15,5.73,-5.3,16.153999,29.354998,30.46117134408881,21.149556466255124,18.908543860559217,"{'dsri': np.float64(0.9695590915461331), 'gmi': np.float64(0.9881145708160617), 'sgi': np.float64(1.0385195560823186), 'lvgi': np.float64(0.9106951720303581), 'tata': np.float64(-0.06848843217176646)}",531976.0,35694.0,18.4,LOW
JINDALSAW,0.6192,GOOD candidate (Capital Goods). Profile: Value Trap (Cheap Valuation but Weak Fundamentals). Notable: stellar profit growth (61.6%).,JINDALSAW,Capital Goods,Unknown,212.95,0,1.1247557,16.3,19.4,,61.62,16.44,-49.0,6.146,42.679,30.293443977324902,13.892573463990276,17.783876494968787,"{'dsri': np.float64(1.0298824193059173), 'gmi': np.float64(0.9497548599631422), 'sgi': np.float64(0.9973827866230164), 'lvgi': np.float64(0.8523264676946898), 'tata': np.float64(-0.028721196850196046)}",13625.0,2335.0,12.1,LOW
NLCINDIA,0.6191,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (33.9%).,NLCINDIA,Power,Unknown,276.95,0,1.7640691,14.5,10.5,,33.87,8.56,-12.7,16.033001,81.89,64.40885796992207,19.34154116741783,20.55524584242843,"{'dsri': np.float64(0.7093463670203239), 'gmi': np.float64(1.0047088353964149), 'sgi': np.float64(1.1754920458137745), 'lvgi': np.float64(0.9502612200624568), 'tata': np.float64(-0.10986364190291151)}",38299.0,8977.0,14.7,LOW
CHOLAHLDNG,0.619,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat).,CHOLAHLDNG,Financial Services,Unknown,1554.2,0,2.135022,19.1,10.6,,28.56,30.8,28.7,11.615,74.80499999999999,31.43886076188092,16.718844028549533,0.5834663484590534,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",29235.0,-34201.0,12.4,LOW
MRF,0.618,GOOD candidate (Automobile and Auto Components). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (40.8%).,MRF,Automobile and Auto Components,Unknown,136765.0,0,2.9835973,10.6,13.6,,40.83,13.71,50.0,7.3850006,35.733002,34.06186528104757,9.010301347847255,12.047372330561094,"{'dsri': np.float64(1.034748212059646), 'gmi': np.float64(1.1109267671901386), 'sgi': np.float64(1.1185155538745046), 'lvgi': np.float64(1.2137321613351242), 'tata': np.float64(5.0394037404551494e-05)}",58029.0,1868.0,25.4,LOW
BPCL,0.6169,GOOD candidate (Oil Gas & Consumable Fuels). Profile: Average Performer (Requires Strict Checklist Review).,BPCL,Oil Gas & Consumable Fuels,Unknown,305.15,0,1.3880676,17.3,16.2,,4.52,8.28,50.0,5.4959998,15.631999999999998,8.876543726791517,4.272315100657963,2.1286017841591347,"{'dsri': np.float64(1.139740084799129), 'gmi': np.float64(1.4509876148136398), 'sgi': np.float64(0.9822496330929495), 'lvgi': np.float64(1.0372692229475917), 'tata': np.float64(-0.04735385508948485)}",132563.0,23678.0,5.3,LOW
HINDUNILVR,0.6163,GOOD candidate (Fast Moving Consumer Goods). Profile: Average Performer (Requires Strict Checklist Review).,HINDUNILVR,Fast Moving Consumer Goods,Unknown,2164.5,0,10.437211,20.7,27.8,,6.25,6.51,50.0,22.292,50.856995999999995,48.8521063447213,21.667094785512457,6.131197020292833,"{'dsri': np.float64(1.2472290875514611), 'gmi': np.float64(1.009764736109305), 'sgi': np.float64(1.0216842174326675), 'lvgi': np.float64(1.0913131152253985), 'tata': np.float64(-0.015485728592889334)}",508040.0,11886.0,46.6,MODERATE
HSCL,0.6148,GOOD candidate (Chemicals). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (138.5%).,HSCL,Chemicals,Unknown,476.8,0,5.790624,16.4,22.0,,138.52,18.12,34.699999999999996,15.665999999999999,35.924,31.384785079107512,17.215577308782333,13.759353089673661,"{'dsri': np.float64(0.878174583655377), 'gmi': np.float64(0.8720161740576913), 'sgi': np.float64(1.0990791730073641), 'lvgi': np.float64(0.49505985912717015), 'tata': np.float64(0.023362243980229864)}",24082.0,447.0,34.1,LOW
J&KBANK,0.6144,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Notable: stellar profit growth (61.4%). Caveat: Missing Moat data.,J&KBANK,Financial Services,Unknown,127.1,0,0.9036166,15.8,6.15,,61.43,14.68,,30.597,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",13985.0,2723.0,6.53,LOW
LODHA,0.6144,GOOD candidate (Realty). Profile: Average Performer (Requires Strict Checklist Review).,LODHA,Realty,Unknown,850.6,0,3.991497,14.7,15.6,,31.98,14.33,1.2,20.447001,41.243,39.65223370714187,28.031982209347404,5.678817272733923,"{'dsri': np.float64(0.7239764333311505), 'gmi': np.float64(0.9879524072711313), 'sgi': np.float64(1.3405081537993861), 'lvgi': np.float64(0.8732254578083394), 'tata': np.float64(0.024050673547268694)}",84204.0,1566.0,25.2,LOW
YESBANK,0.6126,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Caveat: Missing Moat data.,YESBANK,Financial Services,Unknown,19.36,0,1.2291284,5.46,6.36,,31.99,22.67,11.799999999999999,20.492001000000002,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",60595.0,6386.0,19.1,LOW
BOSCHLTD,0.6112,GOOD candidate (Automobile and Auto Components). Profile: Average Performer (Requires Strict Checklist Review).,BOSCHLTD,Automobile and Auto Components,Unknown,36500.0,0,7.6799507,15.6,21.1,,18.26,15.24,16.1,14.369000000000002,35.582,31.84424838819138,10.352901255514082,13.236059269313428,"{'dsri': np.float64(0.9960583099754546), 'gmi': np.float64(0.9458106176020182), 'sgi': np.float64(1.0795596773898124), 'lvgi': np.float64(2.580001831106671), 'tata': np.float64(-0.01769666668313481)}",108274.0,2373.0,46.8,LOW
ONGC,0.61,GOOD candidate (Oil Gas & Consumable Fuels). Profile: Average Performer (Requires Strict Checklist Review).,ONGC,Oil Gas & Consumable Fuels,Unknown,286.25,0,0.97833484,10.6,12.0,,-7.33,7.56,16.2,5.7979997,19.532,21.13871989628983,10.447914851984905,3.4859623615464104,"{'dsri': np.float64(1.0590933292638747), 'gmi': np.float64(1.1062962667100689), 'sgi': np.float64(1.017216672995161), 'lvgi': np.float64(0.9606781940333169), 'tata': np.float64(-0.07201911719303362)}",360048.0,90868.0,9.49,LOW
MOTILALOFS,0.6084,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Notable: massive gross margins.,MOTILALOFS,Financial Services,Unknown,774.35,0,3.609838,25.2,18.7,,24.07,20.65,-0.5,30.538999999999998,80.878997,54.74386041168617,39.5839672141327,32.34546244838399,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",46632.0,1215.0,23.0,LOW
KOTAKBANK,0.6078,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,KOTAKBANK,Financial Services,Unknown,378.95,0,2.2422678,15.4,7.45,,22.32,18.39,4.7,24.558,0.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",376573.0,12806.0,27.8,LOW
ELECON,0.6059,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Notable: stellar profit growth (43.5%).,ELECON,Capital Goods,Unknown,427.45,0,4.2733464,23.0,28.5,,43.49,22.58,-33.0,19.917999000000002,43.370998,45.95584888484297,22.108784706417843,27.941283568502502,"{'dsri': np.float64(1.1968298216548432), 'gmi': np.float64(1.0138078958276806), 'sgi': np.float64(1.152355326168484), 'lvgi': np.float64(2.001537073486554), 'tata': np.float64(-0.006301589685909719)}",9589.0,432.0,23.2,LOW
GRSE,0.605,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Quality data.,GRSE,Capital Goods,Unknown,2607.3,0,13.004639,,,,40.66,42.7,50.0,10.559000000000001,18.096,20.717751948335223,8.224501872230652,5.116516755892955,"{'dsri': np.float64(0.9454052417808615), 'gmi': np.float64(1.0902492661500944), 'sgi': np.float64(1.413135082815816), 'lvgi': np.float64(0.14577681320091318), 'tata': np.float64(0.049430648737932945)}",,,43.44052,LOW
MUTHOOTFIN,0.6028,GOOD candidate (Financial Services). Profile: High-Risk Financial (NPA Threat). Caveat: Missing Moat data.,MUTHOOTFIN,Financial Services,Unknown,3595.8,0,4.052633,19.6,13.2,,9.91,17.31,50.0,51.13799999999999,100.0,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",144802.0,-26525.0,16.6,LOW
ZYDUSLIFE,0.6027,GOOD candidate (Healthcare). Profile: Average Performer (Requires Strict Checklist Review).,ZYDUSLIFE,Healthcare,Unknown,928.6,0,3.6923637,21.2,24.3,,0.28,15.04,1.9,18.929000000000002,72.35000000000001,70.46841914077382,26.487786726204714,17.82907618566657,"{'dsri': np.float64(0.6496604970416012), 'gmi': np.float64(0.9341211248746548), 'sgi': np.float64(1.1867518334516205), 'lvgi': np.float64(3.1448058703267003), 'tata': np.float64(-0.060513363636608)}",93514.0,6777.0,18.3,LOW
PREMIERENE,0.6026,GOOD candidate (Capital Goods). Profile: Average Performer (Requires Strict Checklist Review).,PREMIERENE,Capital Goods,Unknown,990.05,0,12.83995,53.6,41.1,,,106.18,50.0,18.444,39.804,37.19461996639399,20.510034189662004,12.301827442041919,"{'dsri': np.float64(0.634140034164926), 'gmi': np.float64(0.640819679331151), 'sgi': np.float64(2.074014469305367), 'lvgi': np.float64(0.7243293470861302), 'tata': np.float64(-0.06006064254081254)}",44801.0,1348.0,33.6,LOW
RECLTD,0.6017,GOOD candidate (Financial Services). Profile: Average Performer (Requires Strict Checklist Review). Caveat: Missing Moat data.,RECLTD,Financial Services,Unknown,355.05,0,1.1196783,21.5,9.96,,16.54,10.19,-0.6,72.193,98.824,,,,"{'dsri': None, 'gmi': None, 'sgi': None, 'lvgi': None, 'tata': None}",93295.0,-39064.0,5.43,LOW
TATAPOWER,0.6002,GOOD candidate (Power). Profile: Average Performer (Requires Strict Checklist Review).,TATAPOWER,Power,Unknown,418.0,0,3.5279918,11.0,10.8,,31.62,15.29,-25.2,5.8709998,36.166,31.159895676988512,15.074394470412575,8.903758513280133,"{'dsri': np.float64(0.7264292833295045), 'gmi': np.float64(0.8692577385649608), 'sgi': np.float64(1.0619281668900278), 'lvgi': np.float64(1.026172799333445), 'tata': np.float64(-0.05557512458345091)}",133342.0,12680.0,35.3,LOW
